id,year,shipname,nation,days,embarked,disembarked
42844,1566,S Cruz,,,359,287
41938,1566,Santiago,,,350,280
42851,1567,S Juan Bautista,,,359,287
29571,1567,Madalena,Spain / Uruguay,,287,230
98854,1567,Salomon,Great Britain,,75,51
98855,1567,Paul,Great Britain,,75,51
98856,1567,Pascoe,Great Britain,,75,51
98857,1567,Swallow,Great Britain,,75,51
98851,1568,Jesus of Lubeck,Great Britain,,359,287
29544,1568,Concepción,,,359,287
98846,1568,Mynion (a) HMS Minion,Great Britain,,78,54
98848,1568,Judith,Great Britain,,78,54
98849,1568,Angel,Great Britain,,78,54
98850,1568,Swallow,Great Britain,,78,54
98847,1568,William and John,Great Britain,,78,54
42860,1569,NS de la Concepcion,,,529,423
42859,1569,S Salvador,,,510,408
42855,1569,S Mateo,,,414,331
42548,1569,NS de Guia,,,371,297
41958,1569,S Juan,,,363,290
42858,1569,S Catalina,,,363,290
42796,1569,S Catalina,,,359,287
41959,1569,Santi Espiritus,,,338,270
42852,1569,NS de Ayuda,,,326,261
42861,1570,NS de la Victoria,,,576,461
28053,1570, ,,,395,316
42743,1570,NS de la Consolacion,,,349,280
42862,1571,NS de Candelaria,,,575,460
42540,1571,San Telmo (a) San Juan,,,439,351
42529,1571,Trinidad,,,430,344
33657,1571,Fleur-de-Lys,France,,60,45
42783,1572, ,,,474,379
42570,1572,NS de la Victoria,,,467,373
42727,1572,S Mateo,,,459,367
42705,1572,S Martin,,,440,352
28054,1572,S Pedro,,,397,317
42863,1572,Asencion,,,396,317
42541,1573,NS de la Concepcion,,,397,318
29582,1573,S Sebastián,Portugal / Brazil,,367,294
41960,1573, ,,,359,287
42864,1574,NS de la Victoria,,,470,376
41965,1574,San Francisco,,,366,293
42683,1574,NS de la Victoria,,,359,287
42602,1574,Santiago,,,359,287
42636,1574,NS de Altagracia,,,359,287
41961,1574,NS de Nazaren,,,333,267
42752,1574,NS de la Estrella,,,329,263
42520,1574,S Anton,,,328,263
42599,1574,NS de la Victoria,,,321,257
40788,1574, ,Portugal / Brazil,,56,48
42737,1575,NS de la Esperanza,,,569,455
42609,1575,NS del Rosario,,,389,311
28055,1575,NS de la Concepción,,,361,289
40789,1575, ,Portugal / Brazil,,332,284
41964,1575,NS de Ayuda,,,354,284
42865,1575,SM de las Cuebas (a) NS de las Cuebas,,,344,276
29646,1575,S Antônio,,,304,243
42650,1575,Trinidad,,,287,230
41963,1575,S Jorge,,,240,192
42975,1575, ,France,,44,35
42866,1576,S Buenaventura,,,598,478
42716,1576,Concepcion,,,490,392
42547,1576,S Pedro,,,457,366
42670,1576,San Rafael,,,366,293
41962,1576,S Anton,,,359,287
98835,1576, ,Portugal / Brazil,,97,83
42643,1577, ,,,439,351
42715,1577,Trinidad,,,421,337
42652,1577,S Antonio,,,416,333
29530,1577,S Vicente,Portugal / Brazil,,371,297
42536,1577, ,,,363,290
42569,1577, ,,,348,278
42638,1577,S Antonio,,,347,278
42721,1577,S Antonio,,,287,230
42799,1577, ,,,38,30
42717,1578,Presentacion de Nuestra Senora,,,484,387
42720,1578, ,,,392,314
42586,1578, ,,,24,19
42788,1579,NS de la Encina,,,474,379
42528,1579, ,,,456,365
42535,1579,S Antonio,,,455,364
42526,1579, ,,,372,298
41680,1579,Salvador,,,359,287
41681,1579,Santo António,,,359,287
41682,1579,Santo António,,,359,287
41683,1579,NS da Conceição,,,359,287
41684,1579,Santo António pataxo Santa Catarina,,,359,287
41685,1579,Santa Catarina,,,359,287
41686,1579,São João,,,359,287
41687,1579,Santo António,,,359,287
41688,1579,NS da Ajuda,,,359,287
41689,1579,Espírito Santo,,,359,287
41690,1579,S Lourenço,,,359,287
41691,1579,S António,,,359,287
41692,1579, ,,,359,287
41693,1579,Espírito Santo,,,359,287
41694,1579,São João,,,359,287
41695,1579,Santo António,,,359,287
41696,1579,Espírito Santo,,,359,287
41697,1579, ,,,359,287
41699,1579,Santo António,,,359,287
41700,1579,NS do Paço,,,359,287
41701,1579,Santo António,,,359,287
41702,1579, ,,,359,287
41703,1579,Espírito Santo,,,359,287
41704,1579,Santo António,,,359,287
41705,1579,Santo António,,,359,287
41706,1579,Santo António,,,359,287
41707,1579,Corpo Santo,,,359,287
41708,1579,NS da Vitoria,,,359,287
41709,1579,NS da Guia,,,359,287
41710,1579,São Pedro,,,359,287
41711,1579,NS da Piedade,,,359,287
41712,1579,NS do Cabo,,,359,287
41713,1579,São Paulo,,,359,287
41714,1579,São Tiago,,,359,287
41698,1579,Salvador,,,359,287
42867,1579,S Gregorio,,,334,267
42555,1579, ,,,331,265
42585,1579,Santiago el Mayor,,,35,28
41715,1580,Santo António,,,359,287
41716,1580,Nossa Senhora da Conceição,,,359,287
41717,1580,Nossa Senhora da Ajuda,,,359,287
42557,1580,NS de Guia,,,359,287
41718,1581,NS da Esperança,,,359,287
41719,1581,Santo António,,,359,287
41720,1581,S João,,,359,287
41721,1581,São Bento,,,359,287
41722,1581,Espírito Santo,,,359,287
41723,1581,S João,,,359,287
41724,1581,Marya ( ?),,,359,287
41725,1581,S Lourenço,,,359,287
41726,1581,NS do Loreto,,,359,287
41727,1581,NS do Carmo,,,359,287
41728,1581,S Miguel,,,359,287
41729,1581,S António,,,359,287
41730,1581,Santo António,,,359,287
41731,1581,NS de Nazaré,,,359,287
41732,1581,Santo António,,,359,287
41733,1581,NS do Paço,,,359,287
41734,1581,Bom Jesus,,,359,287
41735,1581,Santo António,,,359,287
41736,1581,Santo Crara,,,359,287
41737,1581,NS da Ajuda,,,359,287
41738,1581,S Julião,,,359,287
41739,1581,Santo António,,,359,287
41740,1581,NS da Boa Viagem,,,359,287
41741,1581,Santo António,,,359,287
41742,1581,São Boa Ventura,,,359,287
42868,1581,NS de la Ayuda,,,359,287
42637,1581,S Antonio,,,359,287
42974,1581, ,France,,60,48
41743,1582,Santa Cruz,,,359,287
41744,1582,Santo António,,,359,287
41745,1582,Santo António,,,359,287
41746,1582,S João,,,359,287
41747,1582,S Francisco,,,359,287
41748,1582,Santo António,,,359,287
41749,1582,NS do Rosário,,,359,287
41750,1582,Santo António,,,359,287
41751,1582,S Sebastião,,,359,287
41752,1582,S António,,,359,287
41753,1582,NS da Misericórdia,,,359,287
41754,1582,S Miguel,,,359,287
41755,1582,Anunciada,,,359,287
42713,1582,S Antonio,,,359,287
42714,1582,Concepcion,,,359,287
42731,1582,NS de la Concepcion,,,359,287
42795,1582,S Catalina,,,359,287
42519,1582,S Buenaventura,,,359,287
42534,1582,NS de la Victoria,,,359,287
42601,1582,S Francisco,,,359,287
42629,1582,NS del Rosario,,,359,287
49522,1582,S Antônio,Portugal / Brazil,,166,166
42893,1583,NS de la Concepcion,,,384,307
42870,1583,Santiago,,,372,297
41756,1583,Santiago,,,359,287
41757,1583,Santas Crus,,,359,287
41758,1583,NS da Conceição,,,359,287
41759,1583,S Francisco,,,359,287
41760,1583,S António,,,359,287
41761,1583,S António,,,359,287
41762,1583,Espírito Santo,,,359,287
41763,1583,S João,,,359,287
41764,1583,S Julião,,,359,287
41765,1583,NS da Graça,,,359,287
41766,1583,S João,,,359,287
41767,1583,NS da Conceição,,,359,287
41768,1583,S Felipe,,,359,287
41769,1583,Trindade,,,359,287
41770,1583,NS da Conceição,,,359,287
41771,1583,NS da Graça,,,359,287
42869,1583,S Antonio,,,359,287
42871,1583,Misericordia (a) Candelaria,,,359,287
42872,1583, ,,,359,287
42973,1583, ,France,,359,287
42659,1583, ,,,359,287
42754,1583, ,,,359,287
42755,1583, ,,,359,287
42761,1583, ,,,359,287
42654,1583, ,,,359,287
41772,1584,Espírito Santo,,,359,287
41773,1584,NS da Batalha,,,359,287
41774,1584,S João,,,359,287
41926,1584,S Catalina,,,359,287
29645,1584, ,,,359,287
5086,1584,Concepcion,,,359,287
42764,1584,S Antonio,,,359,287
42649,1584,NS de la Vella,,,359,287
29751,1584,S Cristoval,,,359,287
28056,1585,NS de Buen Viaje,,,454,363
28059,1585,S Pedro,,,421,337
28060,1585,Trinidad,,,419,336
42896,1585, ,,,387,310
42897,1585,Trinidad,,,374,299
41775,1585,S Lourenço,,,359,287
41776,1585,S Sebastião,,,359,287
41925,1585,Corpo Santo,,,359,287
42766,1585,NS de Gracia,,,359,287
42559,1585,NS de Buen Aire,,,359,287
42620,1585,NS de la Concepcion,,,359,287
28057,1585,NS de la Concepcion,,,350,280
42894,1585,NS del Buen Viaje,,,337,270
42756,1585, ,,,321,257
42895,1585,S Francisco,,,44,35
42674,1586, ,,,498,398
28062,1586,Trinidad,,,451,361
41937,1586,Trinidad,,,426,341
5087,1586,S Pedro,,,374,299
42709,1586,Buen Viaje,,,371,297
42543,1586, ,,,371,297
28061,1586,Santa Maria de Begoña (a) NS de Begoña,,,362,290
28996,1586,NS de la Victoria (a) NS de la Concordia,,,359,287
42661,1586,NS del Rosario,,,359,287
42710,1586,S. Rafael,,,359,287
42769,1586,NS del Puerto,,,359,287
42801,1586, ,,,359,287
42802,1586,Concepcion,,,359,287
42523,1586, ,,,360,287
42524,1586,NS de la Victoria,,,359,287
42553,1586, ,,,359,287
42612,1586,NS del Rosario,,,359,287
42614,1586, ,,,359,287
42640,1586, ,,,359,287
42647,1586, ,,,359,287
29782,1586,NS del Rosario,,,359,287
28065,1587,NS de la Victoria,,,685,548
28068,1587,S Cruz,,,597,478
28067,1587,S Pedro,,,456,364
28063,1587, ,,,413,331
28064,1587,NS de la Candelaria,,,413,331
28066,1587,S Antônio,,,411,329
28997,1587,NS de la Concepción,Spain / Uruguay,,407,326
29783,1587,NS del Buen Viaje,,,400,320
29781,1587,NS de la Concepcion,,,378,302
98831,1587,NS del Rosario,Portugal / Brazil,,359,287
42669,1587,NS del Buen Viaje,,,359,287
42677,1587,NS de Loreto,,,359,287
42685,1587,NS de la Victoria,,,359,287
42758,1587,S Maria,,,359,287
42507,1587,San Antonio,,,359,287
42648,1587,S Ana,,,359,287
29784,1587,NS de la Concepcion,,,359,287
42898,1587,S Pedro,,,329,263
41935,1587,NS de Oporto,,,328,262
28072,1588,NS de la Ayuda,,,498,398
28073,1588,S Juan,,,451,360
28075,1588,S Pedro,,,413,331
28069,1588,Buen Jesus,,,392,314
29476,1588, ,Portugal / Brazil,,359,287
29577,1588,S Maria del Puerto,,,359,287
42678,1588, ,,,359,287
42718,1588, ,,,359,287
42728,1588, ,,,359,287
42732,1588,NS de la Victoria,,,359,287
42793,1588,NS de la Victoria,,,359,287
42551,1588,S Juan,,,359,287
42583,1588, ,,,359,287
42608,1588,Aguilar Negro,,,359,287
42621,1588, ,,,359,287
42627,1588,NS de la Victoria,,,359,287
29575,1588,S Francisco,,,340,272
29576,1588,S Pedro,Portugal / Brazil,42,340,272
28070,1588,NS de Concepcion,,,326,261
28074,1588,S Pablo,,,325,260
28077,1588,S Catalina (a) NS del Rosario,,,287,230
42972,1588, ,Portugal / Brazil,,188,150
42899,1588,NS del Rosario,,,20,16
28089,1589,Trinidad,,,507,406
28088,1589,S Pedro,,,506,405
28081,1589,NS de la Candelaria,,,413,331
29788,1589,Magdalena,,,411,329
28080,1589,Maria,,,399,319
28086,1589,S Catalina,,,394,315
29786,1589,S Ana,,,371,297
42762,1589,Concepcion,,,359,287
42786,1589, ,,,359,287
42554,1589, ,,,359,287
42567,1589, ,,,359,287
29785,1589,NS de las Nieves,,,359,287
29787,1589,S Antônio,,,359,287
42900,1589,NS del Buen Viaje,,,352,281
28084,1589,S Antônio,,,348,278
28078,1589, ,,,296,236
28085,1589,S Antônio,,,288,230
28087,1589,S Catalina,,,140,104
28998,1590,NS da Candelária,,,380,304
42909,1590,Presentacion,,,359,287
42910,1590,Buen Jesus,,,359,287
42971,1590, ,Portugal / Brazil,,359,287
42757,1590,Cinco Llagas,,,359,287
42533,1590,NS de Nazareth,,,359,287
42582,1590,NS de las Nieves,,,359,287
42626,1590,NS de la Concepcion,,,359,287
28091,1590,NS de la Concepcion,,,355,284
28094,1590,S Juan Bautista,,,345,276
42908,1590,S Antonio,,,337,270
28090,1590,NS de Buen Viaje (a) NS de Gracia,,,338,270
28093,1590,S Antonio,,,329,263
28095,1590,S Juan de Letran,,,291,233
28092,1590,NS de la Victoria,,,260,208
28096,1590,S Pablo,,,230,184
28097,1591,Buen Jesus (a) Concepcion,,,464,371
28099,1591,S Martin,,,359,287
42664,1591,S Antonio,,,359,287
42665,1591,NS del Rosario,,,359,287
42666,1591,S Pablo,,,359,287
42668,1591,NS del Rosario,,,359,287
42676,1591, ,,,359,287
42698,1591,NS de Barcino,,,359,287
42712,1591, ,,,359,287
42729,1591,NS de la Concepcion,,,359,287
42733,1591,Buen Viaje,,,359,287
42753,1591,Espiritu Santo,,,359,287
42765,1591,S Buenaventura,,,359,287
42515,1591,S Maria,,,359,287
42518,1591, ,,,359,287
42550,1591,NS de Gracia,,,359,287
42558,1591,Espiritu Santo y Nuestra Senora de Gracia,,,359,287
42587,1591,NS del Rosario,,,359,287
42604,1591,S Catalina,,,359,287
42619,1591,S Buenaventura,,,359,287
42624,1591,S Maria de Gracia,,,359,287
42628,1591,Concepcion,,,359,287
42651,1591,Buen Viaje,,,359,287
28098,1591,Espiritu Santo,,,356,285
29795,1592,NS del Buen Viaje,,,397,317
29931,1592,Espirítu Santo,,,388,311
41936,1592,Buen Jesus,,,359,287
5088,1592,S Francisco,,,359,287
41903,1592, ,,,359,287
42726,1592,NS de Nazareth,,,359,287
42564,1592,NS de Nazareth,,,359,287
29793,1592,S Antônio,Portugal / Brazil,,359,287
29794,1592,NS del Buen Viaje,,,346,277
29796,1592,NS de la Concepción,,,338,270
42532,1592,S Antonio,,,329,263
28105,1593,NS de Victoria,,,464,371
28101,1593,Espiritu Santo,,,380,304
42911,1593,NS de la Concepcion,,,380,304
29789,1593,NS de la Concepción,Spain / Uruguay,,371,297
42542,1593, ,,,371,297
29798,1593,NS de Nazaren,Spain / Uruguay,411,363,290
42663,1593,Concepcion,,,359,287
42667,1593, ,,,359,287
42682,1593,NS de Buen Viaje,,,359,287
42711,1593,Prieto,,,359,287
42725,1593, ,,,359,287
42739,1593,NS de la Buenaventura,,,359,287
42763,1593,Prieto,,,359,287
42779,1593,Buen Jesus,,,359,287
42785,1593,NS de la Concepcion,,,359,287
42510,1593,NS de Asencion,,,359,287
42576,1593,NS Concepcion,,,359,287
42581,1593,NS de Nazareth,,,359,287
42617,1593,S Pedro,,,359,287
42625,1593,NS de Gracia,,,359,287
42646,1593,NS del Rosario,,,359,287
29792,1593,NS del Rosario,Spain / Uruguay,348,355,284
29797,1593,NS de Buen Viaje,Spain / Uruguay,493,355,284
28103,1593,NS de Loreto,Spain / Uruguay,,347,278
29790,1593,S Pedro (a) S Pablo,Spain / Uruguay,476,346,277
28102,1593,NS de Buen Viaje,Spain / Uruguay,,339,271
42563,1593,NS de la Concepcion,,,338,270
28100,1593,Asencion y NS de Begonia,Spain / Uruguay,,329,263
28104,1593,NS de Nazaren,Spain / Uruguay,,312,250
29791,1593,S Antônio,Spain / Uruguay,549,310,248
28106,1593,NS del Rosario,Spain / Uruguay,,50,40
29998,1594,Sta Maria,,,364,291
42672,1594,NS del Buen Viaje,,,359,287
42700,1594,NS Concepcion,,,359,287
42701,1594,NS del Buen Viaje,,,359,287
42719,1594,S Catalina,,,359,287
42513,1594,Trinidad,,,359,287
42577,1594,NS Concepcion,,,359,287
42580,1594,Espiritu Santo,,,359,287
42615,1594,NS de la Consolacion,,,359,287
42656,1594,Concepcion,,,359,287
28110,1594,NS del Brasinq,Spain / Uruguay,,355,284
28109,1594,NS de la Concepcion,Spain / Uruguay,,355,284
28112,1594,S Cruz,,,329,263
28111,1594,S Juan Bautista,,,323,258
28114,1594,Santo Antonio,,,323,258
28108,1594,NS de la Concepcion,Spain / Uruguay,,255,204
28113,1594,Sta Maria de Buenaventura,Spain / Uruguay,,50,40
29799,1594,S Miguel,,185,38,30
28107,1594,Espiritu Santo,,,5,4
29007,1595,NS de la Concepción,Portugal / Brazil,,621,497
39065,1595,S Juan,,,498,398
39069,1595,S Pablo,,,498,398
39067,1595,S Antonio,,,456,364
39070,1595,S Pedro,,,456,364
39072,1595,Buen Jesus,,,456,364
39075,1595,NS de los Poderes,,,456,364
42730,1595,NS del Rosario,,,447,358
42747,1595,El Buen Jesus,,,447,358
42623,1595,NS del Buen Viaje,,,447,358
42771,1595,S Rafael,,,413,331
39066,1595,S Antonio,,,413,331
39068,1595,NS Buen Viaje,,,413,331
39071,1595,NS Esperanza,,,413,331
28116,1595,NS de la Concepcion,Spain / Uruguay,,397,317
39063,1595,S Juan,,,397,317
41955,1595,Trinidad,,,391,313
28999,1595,Trinidad,Spain / Uruguay,,386,309
29000,1595,Santiago,,,385,308
39062,1595,S Antonio,,,380,304
39064,1595,S Juan,,,371,297
41924,1595,NS de Pto Segaro,,,359,287
42723,1595,Espiritu Santo,,,359,287
42773,1595,S Juan Buenaventura,,,359,287
42584,1595,Santiago,,,359,287
39074,1595,S Pedro,,,359,287
42653,1595,NS Concepcion,,,359,287
29549,1595,S Francisco,Portugal / Brazil,,359,287
29800,1595,S Antônio,,,359,287
29006,1595,Buen Jesus,Portugal / Brazil,,355,284
39073,1595,Magdalena,,,346,277
29003,1595,NS de la Concepcion,Portugal / Brazil,,338,270
29001,1595,NS de Nazaré,Portugal / Brazil,,329,263
29002,1595,S Jorge,Portugal / Brazil,,312,250
28117,1595,S Pedro,Spain / Uruguay,,296,236
29005,1595,NS de Monserrate,Portugal / Brazil,,287,230
29004,1595,S Pedro,Portugal / Brazil,326,279,223
29008,1595,NS de la Concepción,Portugal / Brazil,,256,205
28115,1595,NS de Buen Viaje,,,30,24
42514,1595,S Antonio,,,18,14
29014,1596,NS del Juncal (a) Sta Maria del Juncal,Portugal / Brazil,105,510,408
29018,1596,S Maria de Jesus,Portugal / Brazil,369,498,398
42562,1596,NS de la Candelaria,,,458,367
29016,1596,NS del Rosario,Portugal / Brazil,,456,364
29125,1596,Buen Jesus,Portugal / Brazil,,447,358
42645,1596,NS de Sa,,,430,344
29019,1596,S Roque,Portugal / Brazil,411,419,336
29017,1596,S Catalina,Portugal / Brazil,350,417,333
29152,1596,NS de la Estrella (a) NS de la Candelaria,Portugal / Brazil,343,413,331
42691,1596,S Pedro,,,413,331
42595,1596,S Juan,,,413,331
42692,1596,S Cristobal,,,388,311
42527,1596,NS de Ribamar,,,388,311
29015,1596,S Jacinto,Portugal / Brazil,448,371,297
42591,1596,S Antonio,,,371,297
42912,1596,NS Candelaria,,,370,296
29483,1596,Santiago,Portugal / Brazil,,359,287
42982,1596,NS del Rosario,,,359,287
42983,1596,NS de la Cruz,,,359,287
42984,1596,S Francisco,,,359,287
42985,1596,San Francisco,,,359,287
29013,1596,Veracruz,,,346,277
29010,1596,S Antônio,Portugal / Brazil,341,346,277
29011,1596,NS de Consolación,Portugal / Brazil,,346,277
29167,1596,NS de la Concepción,Portugal / Brazil,446,346,277
42976,1596,Santiago,,,346,277
42573,1596,S Crespin,,,339,271
29009,1596,S Juan,Portugal / Brazil,202,338,270
29020,1596,S Andrés,Portugal / Brazil,304,338,270
42789,1596,S Lorenzo,,,329,263
29012,1596,Santiago,Portugal / Brazil,,296,236
46482,1596, ,Portugal / Brazil,,183,130
11355,1596,Fortuin,Netherlands,,83,58
29159,1596,Amadanela,Portugal / Brazil,,34,27
42913,1596, ,,,19,15
29034,1597,Santiago,Portugal / Brazil,519,532,426
42525,1597,S Vicente,,,498,398
29036,1597,NS de la Concepción,Portugal / Brazil,177,486,389
29024,1597,S Ignacio,Portugal / Brazil,429,481,385
29023,1597,S Juan,Portugal / Brazil,402,458,367
29022,1597,NS de la Candelaria,Portugal / Brazil,423,456,364
29021,1597,S Antônio,Portugal / Brazil,324,440,352
29160,1597,San Pedro y San Pablo,Portugal / Brazil,666,430,344
29038,1597,NS de Ribamar,Portugal / Brazil,693,430,344
29040,1597,NS de la Merced,Portugal / Brazil,,430,344
42561,1597,NS de la Concepcion,,,430,344
42594,1597,Santiago,,,413,331
29030,1597,Asunción,,240,412,329
42960,1597,S Juan,,,397,317
29153,1597,NS de la Candelaria,Portugal / Brazil,391,392,314
29026,1597,S Francisco,Portugal / Brazil,,392,314
42770,1597,S Antonio,,,388,311
29027,1597,NS de la Esperanza,Portugal / Brazil,451,384,307
29028,1597,S Cruz,Portugal / Brazil,234,384,307
29035,1597,S Catalina,Portugal / Brazil,,384,307
42774,1597,S Francisco,,,380,304
29029,1597,NS del Buen Viaje,Portugal / Brazil,255,375,300
29163,1597,S Pedro,Portugal / Brazil,160,375,300
42724,1597,S Francisco,,,375,300
29126,1597,S Francisco,Portugal / Brazil,143,371,297
29039,1597,Espíritu Santo,Portugal / Brazil,,363,290
42522,1597,S Rafael,,,359,287
11370,1597,Vliegende Raven,Netherlands,,334,287
11594,1597, ,Netherlands,,334,287
29037,1597,S Bartolomé,Portugal / Brazil,243,356,285
29025,1597,NS de la Concepción,,746,355,284
29032,1597,S Jacinto,Portugal / Brazil,128,355,284
42776,1597,S Juan,,,347,278
42735,1597,NS de Guia,,,346,277
29031,1597,Concepción,Portugal / Brazil,,31,25
29162,1597,S Francisco,Portugal / Brazil,,30,24
29042,1598,Trinidad,Portugal / Brazil,333,490,392
29046,1598,S Antônio,Portugal / Brazil,525,481,385
42707,1598,S Guillermo,,,449,359
29048,1598,NS del Rosario,Portugal / Brazil,,447,358
29054,1598,NS de la Concepción,Portugal / Brazil,596,439,351
29056,1598,NS de la Piedad,Portugal / Brazil,728,439,351
42784,1598,S Maria de Buena Esperança (a) NS de Buena VenturaSanta Mar,,,432,346
29051,1598,NS de la Concepción,Portugal / Brazil,,430,344
29052,1598,NS del Rosario,,227,430,344
29161,1598,S Salvador,Portugal / Brazil,505,430,344
29041,1598,NS de la Esperanza,Portugal / Brazil,,413,331
29047,1598,NS de la O,Portugal / Brazil,,413,331
29049,1598,Santiago,Portugal / Brazil,,413,331
29127,1598,S Pedro,Portugal / Brazil,481,413,331
29053,1598,Santa Cruz,Portugal / Brazil,860,397,317
42622,1598,Santiago,,,397,317
42560,1598,NS del Rosario,,,393,315
42642,1598,San Francisco,,,388,311
29130,1598,NS de la Concepción,Portugal / Brazil,313,384,307
42744,1598,S Antonio,,,384,307
29055,1598,S Francisco,,,380,304
42641,1598,Santiago,,,380,304
29050,1598,S Francisco,Portugal / Brazil,,375,300
42688,1598,NS de la Concepcion,,,375,300
29045,1598,NS del Rosario,Portugal / Brazil,,371,297
29165,1598,S Antônio,Portugal / Brazil,488,371,297
29129,1598,NS del Loreto,Portugal / Brazil,363,371,297
29131,1598,NS de Esperanza,Portugal / Brazil,244,371,297
29059,1598,NS de la Esperanza,Portugal / Brazil,442,371,297
42768,1598,S Antonio,,,371,297
42775,1598,S Francisco,,,371,297
42630,1598,NS del Rosario,,,371,297
42521,1598,S Antonio,,,365,292
42963,1598,S Juan,,,363,290
42606,1598,S Juan,,,363,290
42607,1598,NS de Esperanza,,,363,290
41954,1598, ,,,359,287
42693,1598,NS de la Concepcion,,,356,285
29057,1598,S Juan,Portugal / Brazil,,347,278
42914,1598, ,,,346,277
42915,1598,NS de Guia,,,346,277
42708,1598,S Antonio,,,346,277
29157,1598,NS de la Candelaria,,548,340,272
29043,1598,S Crispín,Portugal / Brazil,,339,271
29128,1598,NS del Rosario,Portugal / Brazil,501,338,270
42549,1598,S Pedro,,,329,263
29044,1598,NS del Salvamiento,Portugal / Brazil,169,319,255
11836,1598,IJzeren Verken,Netherlands,,280,241
42511,1598,S Antonio,,,287,230
29058,1598,S Pedro,Portugal / Brazil,379,279,223
42702,1598,S Pedro,,,25,20
42610,1599,S Antonio,,,498,398
42611,1599,S Antonio,,,498,398
29068,1599,NS de la Candelaria,Portugal / Brazil,427,458,367
29061,1599,S Cruz,Portugal / Brazil,,456,364
29073,1599,S Juan Bautista,Portugal / Brazil,458,439,351
29132,1599,Buen Jesus,Portugal / Brazil,250,430,344
29062,1599,Espírito Santo,Portugal / Brazil,,413,331
29065,1599,S Pedro,Portugal / Brazil,,413,331
29070,1599,Espírito Santo,Portugal / Brazil,,413,331
29071,1599,S Miguel el Angel,Portugal / Brazil,487,413,331
29074,1599,S Antônio,Portugal / Brazil,,414,331
42508,1599,Santa Maria de Buenaventura,,,413,331
29079,1599,NS de la Consolación,Portugal / Brazil,555,412,329
29169,1599,S Antonio de Padua,Portugal / Brazil,,404,323
29060,1599,NS del Rosario,Portugal / Brazil,,397,317
29080,1599,NS del Rosario,Portugal / Brazil,,393,315
29134,1599,S Juan,,517,392,314
29136,1599,S Constantino,Portugal / Brazil,361,384,307
29138,1599,NS de la Luz,Portugal / Brazil,484,384,307
42673,1599,Espiritu Santo,,,384,307
29078,1599,Santiago,,,380,304
29133,1599,S Antônio,Portugal / Brazil,508,375,300
42690,1599,S Antonio,,,375,300
42760,1599,S Veronica de Alicante,,,375,300
42575,1599,S Francisco,,,375,300
42579,1599,NS del Rosario,,,375,300
42632,1599,S Francisco,,,375,300
29156,1599,NS del Rosario,Portugal / Brazil,,371,297
29069,1599,NS de la Esperanza,Portugal / Brazil,311,371,297
29076,1599,Ángel de la Guardia,Portugal / Brazil,,371,297
42738,1599,San Juan,,,371,297
29081,1599,S Antônio,Portugal / Brazil,453,363,290
29064,1599,NS del Buen Viaje,,,361,289
29804,1599,S Gonzalo,,,359,287
29137,1599,S Antônio,Portugal / Brazil,527,356,285
42597,1599,Espiritu Santo,,,356,285
29066,1599,NS del Rosario,Portugal / Brazil,583,347,278
42552,1599,NS de la Concepcion,,,347,278
42596,1599,NS de la Concepcion,,,347,278
29063,1599,NS de la Concepción,Portugal / Brazil,1098,346,277
29082,1599,S Antônio,,,346,277
42681,1599,S Francisco,,,346,277
42696,1599,NS de la Luz,,,346,277
29135,1599,Espírito Santo,Portugal / Brazil,360,338,270
42778,1599,NS del Rosario,,,338,270
29067,1599,S Jacinto,Portugal / Brazil,188,329,263
29075,1599,NS de la Concepción,Portugal / Brazil,200,329,263
42781,1599,S Sebastian,,,328,263
29077,1599,S Antônio,Portugal / Brazil,733,319,255
29072,1599,NS del Socorro,Portugal / Brazil,,312,250
42748,1599,NS del Rosario,,,312,250
29802,1599,S Antônio,Portugal / Brazil,527,210,156
42538,1600,S Juan Evangelista,,,540,432
29091,1600,Santiago,Portugal / Brazil,163,464,371
29088,1600,NS del Rosario,Portugal / Brazil,534,413,331
29093,1600,Tres Reyes Magos,Portugal / Brazil,581,413,331
29102,1600,NS del Rosario,Portugal / Brazil,,413,331
29104,1600,S Juan,Portugal / Brazil,,413,331
42790,1600,S Cruz,,,413,331
42613,1600,S Rafael,,,405,324
29087,1600,S Pablo,Portugal / Brazil,,397,318
29098,1600,Santiago el Mayor,Portugal / Brazil,693,397,317
42703,1600,S Antonio,,,397,317
42616,1600,S Antonio,,,397,317
29092,1600,NS de la Ayuda,Portugal / Brazil,470,384,307
29143,1600,NS del Rosario,Portugal / Brazil,305,384,307
42658,1600,S Salvador,,,384,307
42572,1600,Santa Catalina,,,384,307
29139,1600,S Maria del Buen Viaje,Portugal / Brazil,352,375,300
42916,1600,Santiago,,707,375,300
29803,1600,NS Visitacion (a) NS de la Vitoria,,780,375,300
29099,1600,S Francisco,,410,375,300
29103,1600,NS de la Esperanza,Portugal / Brazil,541,375,300
42680,1600,NS de Ribamar,,,371,297
29084,1600,S Antônio,,,371,297
29090,1600,NS de la Luz,Portugal / Brazil,,371,297
29089,1600,NS del Rosario,Portugal / Brazil,,371,297
42741,1600,NS de la Esperaza,,,371,297
42772,1600,S Juan,,,371,297
42590,1600,Santa Cruz,,,371,297
42706,1600,NS del Rosario,,,366,293
42578,1600,S Antonio,,,366,293
29142,1600,NS de la Esperanza,Portugal / Brazil,710,363,290
42544,1600,NS de la Concepcion,,,363,290
